Variable,Label,Mean,Min,Max,StdDev,Valid,Invalid,Variance
unbored,"RANK OF BOREDOM WHEN UNEMPLOYED",3.757,1.0,4.0,0.617,1111.0,58488.0,0.381
undk,"DONT KNOW RESPONSE TO UNEMPLOYMENT ITEMS",1.955,1.0,2.0,0.207,1254.0,58345.0,0.043
empself,"DOES R PREFER SELF-EMPLOYMENT OR NOT ?",1.648,1.0,2.0,0.478,3853.0,55746.0,0.228
smallbig,"R PREFERENCE RE: FIRM SIZE IN",1.333,1.0,2.0,0.471,3719.0,55880.0,0.222
indusoth,"R PREFERENCE RE: MANUFATURESERVICE,ETC",1.713,1.0,2.0,0.452,1189.0,58410.0,0.205
privgovt,"R PREFERENCE RE: PRIVATEPUBLIC SECTOR",1.29,1.0,2.0,0.454,3705.0,55894.0,0.206
workweek,"DOES R WORK AT LEAST 10 HRSWK",1.654,1.0,3.0,0.878,1453.0,58146.0,0.771
wantjob,"WOULD R LIKE A JOB NOW",3.277,1.0,4.0,1.112,520.0,59079.0,1.237
findjob,"COULD R FIND A JOB <UNEMPLOYED RS>",2.814,1.0,5.0,1.35,1312.0,58287.0,1.822
iwrkhard,"HOW HARD DOES R WORK AT JOB",2.502,1.0,3.0,0.639,1676.0,57923.0,0.408
hrsmoney,"R PREFERENCE RE: WORK HRS AND MONEY",1.751,1.0,3.0,0.57,2570.0,57029.0,0.325
ryrsfirm,"IMPORTANCE OF TENURE",2.976,1.0,4.0,0.998,695.0,58904.0,0.995
rdowell,"IMPORTANCE OF PERFORMANCE",1.492,1.0,4.0,0.847,708.0,58891.0,0.717
rpaysame,"IMPORTANCE OF STANDARD RATES",3.642,1.0,4.0,0.806,698.0,58901.0,0.649
rexpernc,"IMPORTANCE OF EXPERINCE",2.575,1.0,4.0,0.923,699.0,58900.0,0.852
rageemp,"IMPORTANCE OF AGE",3.971,1.0,4.0,0.213,694.0,58905.0,0.045
rfamresp,"IMPORTANCE OF FAMILY RESPS.",3.915,1.0,4.0,0.36,694.0,58905.0,0.13
reducemp,"IMPORTANCE OF EDUC.&FORMAL QUAL.",3.332,1.0,4.0,0.945,701.0,58898.0,0.894
rdk,"DONT KNOW RESPONSE TO UNEMPLOYMENT ITEMS",1.967,1.0,2.0,0.178,765.0,58834.0,0.032
rsecjob,"RS JOB IS SECURE",2.172,1.0,5.0,1.034,2699.0,56900.0,1.069
rhiinc,"RS INCOME IS HIGH",3.25,1.0,5.0,1.052,2702.0,56897.0,1.106
rpromotn,"R HAS OPPORTUNITY TO ADVANCE",3.055,1.0,5.0,1.108,2698.0,56901.0,1.227
rleisure,"RS JOB LEAVES MUCH LEISURE TIME",3.215,1.0,5.0,1.025,866.0,58733.0,1.05
rintjob,"RS JOB IS INTERESTING",2.057,1.0,5.0,0.958,2712.0,56887.0,0.917
rwrkindp,"R CAN WORK INDEPENDENTLY",2.041,1.0,5.0,0.976,2707.0,56892.0,0.952
rhlpoths,"R HELPS OTHERS IN JOB",1.928,1.0,5.0,0.878,2712.0,56887.0,0.772
rhlpsoc,"RS JOB IS USEFUL TO SOCIETY",2.041,1.0,5.0,0.933,2695.0,56904.0,0.871
rflexhrs,"RS JOB HAS FLEXIBLE HRS.",2.796,1.0,5.0,1.196,868.0,58731.0,1.431
xhaustn,"HOW OFTEN DOES WORK EXHAUST R",2.665,1.0,5.0,0.888,2715.0,56884.0,0.788
physwrk,"HOW OFTEN MUST R DO PHYSICAL WORK",3.479,1.0,5.0,1.282,2714.0,56885.0,1.644
stress,"HOW OFTEN DOES R FIND WORK STRESSFUL",2.829,1.0,5.0,1.026,11581.0,48018.0,1.053
boredom,"HOW OFTEN IS R BORED AT WORK",3.747,1.0,5.0,0.958,870.0,58729.0,0.919
danger,"HOW OFTEN DOES R WORK IN DANGEROUS CONDS",3.948,1.0,5.0,1.214,2712.0,56887.0,1.473
unhlthy,"HOW OFTEN DOES R WORK IN UNHEALTHY CONDS",4.143,1.0,5.0,1.035,867.0,58732.0,1.072
unpleznt,"HOW OFTEN DOES R WORK IN UNPLEASNT CONDS",4.097,1.0,5.0,1.02,868.0,58731.0,1.04
planwrk,"HOW MUCH CAN R PLAN DAILY WORK",1.761,1.0,3.0,0.765,872.0,58727.0,0.586
findwork,"COULD R FIND A JOB <EMPLOYED RS>",2.529,1.0,5.0,1.236,850.0,58749.0,1.529
bossemps,"QUALITY OF MGMNTEMPLOYEE RELS: RS FIRM",2.102,1.0,5.0,0.941,3786.0,55813.0,0.886
cowrkers,"QUALITY OF RELS AMONG WORKERS: RS FIRM",1.879,1.0,5.0,0.788,2639.0,56960.0,0.621
jobsat,"HOW SATISFIED IS R WITH HISHER JOB",2.577,1.0,7.0,1.204,2723.0,56876.0,1.451
supervis,"DOES R SUPERVISE OTHERS AT WORK IN MAIN JOB",0.027,0.0,9.0,0.27,59599.0,0.0,0.073
supnum,"NUMBER OF WORKERS R SUPERVISES",10.396,1.0,96.0,14.742,323.0,59276.0,217.327
moonlite,"DOES R HAVE A SECOND JOB",2.656,1.0,3.0,0.623,873.0,58726.0,0.389
othhrs,"HOURS R SPENDS AT OTHER JOB<S>",15.995,1.0,89.0,16.254,210.0,59389.0,264.187
numsites,"DOES RS FIRM HAVE MORE THAN ONE LOCATION",1.34,1.0,2.0,0.474,785.0,58814.0,0.225
localnum,"NUMBER OF EMPLOYEES: RS WORK SITE",2.986,1.0,7.0,1.838,19465.0,40134.0,3.379
totalnum,"NUMBER OF EMPLOYESS: RS ENTIRE FIRM",3.694,1.0,7.0,1.959,569.0,59030.0,3.836
employer,"DOES R EMPLOY OTHERS",1.286,1.0,2.0,0.455,70.0,59529.0,0.207
numemply,"NUMBER OF PERSONS R EMPLOYS",1.48,1.0,4.0,0.677,50.0,59549.0,0.459
paydojob,"HOW IMPORTANT JOB WELL DONE IN DECIDING PAY",1.587,1.0,5.0,0.648,1173.0,58426.0,0.42
payfam,"HOW IMPORTANT FAMILY RESPONSIBILITY IN DECIDING P",3.282,1.0,5.0,1.196,1154.0,58445.0,1.429
payeduc,"HOW IMPORTANT EDUCATION IN DECIDING PAY",2.375,1.0,5.0,0.984,1174.0,58425.0,0.968
paytime,"HOW IMPORTANT BE LONG WITH THE FIRM IN DECIDING P",2.607,1.0,5.0,0.995,1160.0,58439.0,0.989
techjobs,"NEW TECHS INCREASE NUMBER OF JOBS",3.17,1.0,5.0,1.406,1111.0,58488.0,1.977
techwork,"NEW TECHS MAKE WORK MORE INTERESTING",2.165,1.0,5.0,1.078,1116.0,58483.0,1.162
wantjob1,"WHICH JOB WOULD YOU PREFER",1.63,1.0,4.0,0.95,2687.0,56912.0,0.903
worknow,"ARE YOU CURRENTLY WORKING FOR PAY",1.296,1.0,2.0,0.457,1209.0,58390.0,0.209
sethours,"WHO SET WORKING HOURS",1.675,1.0,3.0,0.692,1847.0,57752.0,0.479
placewrk,"WHERE DO YOU WORK",1.656,1.0,4.0,1.172,831.0,58768.0,1.373
wktenure,"DESCRIBE YOUR PRESENT JOB SITUATION",2.573,1.0,4.0,1.421,793.0,58806.0,2.02
useskill,"HOW MUCH PAST SKILLS CAN YOU MAKE USE IN PRESENT",2.471,1.0,4.0,1.092,3058.0,56541.0,1.193
edcskill,"HOW IMPORTANT SCHOOL IN DEVELOPING SKILLS",2.447,1.0,5.0,1.29,799.0,58800.0,1.664
jobskill,"HOW IMPORTANT TRAINING IN DEVELOPING SKILLS",1.741,1.0,5.0,0.956,822.0,58777.0,0.913
helporg1,"WILLING TO WORK HARDER FOR THE FIRM",1.98,1.0,5.0,0.868,1823.0,57776.0,0.754
prideorg,"I AM PROUD WORKING FOR MY FIRM",1.959,1.0,5.0,0.847,1826.0,57773.0,0.717
chngwork,"I WOULD CHANGE MY JOB FOR SOMETHING ELSE",2.946,1.0,5.0,1.225,810.0,58789.0,1.5
stayorg3,"I WOULD TURN DOWN JOB OFFERING MORE PAY",3.321,1.0,5.0,1.229,1803.0,57796.0,1.511
proudwrk,"I AM PROUD OF THE TYPE OF WORK I DO",1.981,1.0,5.0,0.874,821.0,58778.0,0.763
absent,"HOW MANY DAYS ABSENT FROM WORK PAST 6 MONTH",4.136,1.0,5.0,0.972,807.0,58792.0,0.944
leavejob,"HOW LIKELY WILL TRY TO FIND AONTHER FIRM",2.983,1.0,4.0,1.088,1812.0,57787.0,1.184
worryjob,"DO YOU WORRY ABOUT LOSING JOB",3.338,1.0,4.0,0.863,1847.0,57752.0,0.744
evjob,"HAVE YOU EVER HAD A PAID JOB FOR 1 YEAR OR+",1.144,1.0,2.0,0.351,836.0,58763.0,0.123
yrjobend,"WHEN DID YOUR LAST PAID JOB END",1992.702,1926.0,2006.0,12.493,681.0,58918.0,156.086
whyjbend,"MAIN REASON YOUR JOB END",4.527,1.0,9.0,2.844,732.0,58867.0,8.091
wantjob2,"WOULD LIKE TO HAVE A JOB NOW OR IN THE FUTURE",1.479,1.0,2.0,0.5,835.0,58764.0,0.25
getjob,"HOW LIKELY YOU WOULD FIND A JOB",2.492,1.0,4.0,1.212,794.0,58805.0,1.468
lookjob,"ARE YOU LOOKING FOR A JOB",1.821,1.0,2.0,0.383,839.0,58760.0,0.147
pubagncy,"REGISTERED AT A PUBLIC EMPLOYMENT AGANCY",1.121,1.0,3.0,0.382,803.0,58796.0,0.146
priagncy,"REGISTERED AT A PRIVATE EMPLOYMENT AGANCY",1.073,1.0,3.0,0.304,800.0,58799.0,0.092
wantads,"ANSWERED ADVERTISEMENTS FOR JOBS",1.215,1.0,3.0,0.555,804.0,58795.0,0.309
adforjob,"ADVERTISED FOR A JOB IN NEWSPAPERS",1.074,1.0,3.0,0.333,798.0,58801.0,0.111
appemps,"APPLIED DIRECTLY TO EMPLOYERS",1.252,1.0,3.0,0.577,804.0,58795.0,0.333
askhelp,"ASKED RELATIVES FRIENDS COLLEAGUES TO HELP",1.266,1.0,3.0,0.593,808.0,58791.0,0.352
econsup,"MAIN SOURCE OF ECONOMIC SUPPORT",3.115,1.0,7.0,2.149,825.0,58774.0,4.619
selfemp1,"EMPLOYEE HAVE MORE JOB SECURITY THAN THE SELF-EMPLOYED",2.601,1.0,5.0,1.097,1495.0,58104.0,1.202
selfemp2,"BEING EMPLOYEE INTERFERE MORE WITH FAMILY LIFE THAN SELF-EMPLOYMENT",2.859,1.0,5.0,1.143,1498.0,58101.0,1.306
unjobsec,"UNIONS ARE VERY IMPORTANT FOR JOB SECURITY",2.545,1.0,5.0,1.085,1474.0,58125.0,1.178
unbetter,"WORKING CONDITION WOULD BE MUCH WORSE WITHOUT UNIONS",2.471,1.0,5.0,1.076,1475.0,58124.0,1.158
curwkpay,"IS R CURRENTLY WORKING FOR PAY",1.33,1.0,2.0,0.47,1516.0,58083.0,0.221
rimpskls,"JOB GIVES R CHANCE TO IMPROVE SKILLS",1.931,1.0,5.0,0.916,1015.0,58584.0,0.839
dailywrk,"HOW RS DAILY WORK IS ORGANIZED",1.883,1.0,3.0,0.714,1016.0,58583.0,0.509
timeoff,"HOW DIFFICULT R TAKES AN HOUR OFF DURING WORKING HOURS",1.977,1.0,4.0,1.059,1015.0,58584.0,1.121
jbintfam,"HOW OFTEN R FELL:DEMAND OF JOB INTERFERE WITH FAMILY LIFE",3.495,1.0,5.0,1.076,1015.0,58584.0,1.158
famintjb,"HOW OFTEN R FELL:DEMAND OF FAMILY LIFE INTERFERE WITH JOB",3.955,1.0,5.0,0.917,1016.0,58583.0,0.841
newjob,"HOW HELPFUL PRESENT WORK SKILL WOULD BE FOR NEW JOB",1.561,1.0,4.0,0.729,1014.0,58585.0,0.531
jbtrain,"DID R HAVE ANY TRAINING TO IMPROVE JOB SKILL PAST 12 MONTHS",1.399,1.0,2.0,0.49,1015.0,58584.0,0.24
jobeasy,"HOW EASY IF R FIND A JOB AS GOOD AS CURRENT ONE",2.899,1.0,5.0,1.282,1011.0,58588.0,1.643
replaceu,"HOW EASY RS FIRM REPLACES R IF R LEFT",2.853,1.0,5.0,1.352,1005.0,58594.0,1.827
nounemp1,"R WOULD ACCEPT JOB REQUIRING NEW SKILL TO AVOID UNEMPLOYMENT",1.767,1.0,5.0,0.909,1011.0,58588.0,0.827
nounemp2,"R WOULD ACCEPT POSITION WITH LOWER PAY TO AVOID UNEMPLOYMENT",2.574,1.0,5.0,1.219,1010.0,58589.0,1.486
nounemp3,"R WOULD ACCEPT TEMPORARY EMPLOYMENT TO AVOID UNEMPLOYMENT",2.149,1.0,5.0,0.998,1011.0,58588.0,0.996
nounemp4,"R WOULD ACCEPT TRAVEL LONGER TO WORK TO AVOID UNEMPLOYMENT",2.654,1.0,5.0,1.226,1014.0,58585.0,1.504
otherwrk,"DOES R HAVE ANY ADDITIONAL JOB",1.451,1.0,4.0,0.844,1014.0,58585.0,0.712
skltrain,"R HAD JOB SKILL TRAINING IN THE  PAST 12 MONTHS",1.878,1.0,2.0,0.328,492.0,59107.0,0.107
spwrkgvt,"SPOUSE WORKING FOR GOVERNMENT",1.809,1.0,2.0,0.394,726.0,58873.0,0.155
hapunhap,"HAPPY OR UNHAPPY WITH LIFE TODAY",1.704,1.0,4.0,0.658,5112.0,54487.0,0.433
stiffpun,"LAWBREAKERS SHOULD GET STIFFER SENTENCES",1.783,1.0,5.0,0.798,1326.0,58273.0,0.637
deathpen,"MURDERERS SHOULD GET DEATH PENALTY",1.992,1.0,5.0,1.26,1295.0,58304.0,1.587
premars1,"IS PREMARITAL SEX WRONG?",2.77,1.0,4.0,1.26,5052.0,54547.0,1.587
xmarsex1,"IS EXTRAMARITAL SEX WRONG?",1.311,1.0,4.0,0.664,5235.0,54364.0,0.441
homosex1,"IS HOMOSEXUAL SEX WRONG?",1.864,1.0,4.0,1.27,4903.0,54696.0,1.613
abdefct1,"LAW SHOULD ALLOW ABORTION FOR BIRTH DEFECTS",1.648,1.0,4.0,1.02,1262.0,58337.0,1.04
abpoor1,"LAW SHOULD ALLOW ABORTION IF FAMILY LOW INCOME",2.362,1.0,4.0,1.28,1219.0,58380.0,1.638
abdefctw,"WRONG FOR WOMAN TO GET ABORTION FOR BIRTH DEFECTS",2.98,1.0,4.0,1.244,3715.0,55884.0,1.548
abpoorw,"WRONG FOR WOMAN TO GET ABORTION IF LOW INCOME?",2.283,1.0,4.0,1.318,3713.0,55886.0,1.737
taxcheat,"WRONG TO CHEAT ON TAXES?",3.113,1.0,4.0,0.759,2487.0,57112.0,0.576
govcheat,"WRONG TO GIVE GOVT FALSE INFO FOR BENEFITS?",3.445,1.0,4.0,0.655,2537.0,57062.0,0.428
concong,"CONFIDENCE IN US CONGRESS",3.233,1.0,5.0,0.934,3835.0,55764.0,0.872
conbiz,"CONFIDENCE IN BUSINESS AND INDUSTRY",3.014,1.0,5.0,0.811,3814.0,55785.0,0.658
congovt,"CONFIDENCE IN GOVERNMENT DEPARTMENTS",3.192,1.0,5.0,0.902,1276.0,58323.0,0.814
conchurh,"CONFIDENCE IN CHURCHES AND RELIGIOUS ORGS",2.786,1.0,5.0,1.001,3839.0,55760.0,1.002
concourt,"CONFIDENCE IN COURTS AND LEGAL SYSTEM",3.076,1.0,5.0,0.919,3858.0,55741.0,0.845
conschls,"CONFIDENCE IN SCHOOLS AND EDUC SYSTEM",2.811,1.0,5.0,0.9,3875.0,55724.0,0.81
polsgod,"ATHIESTS SHOULDN'T HOLD PUBLIC OFFICE",3.081,1.0,5.0,1.218,1277.0,58322.0,1.483
clergvte,"CLERGY SHOULDN'T TRY TO INFLUENCE VOTERS",2.137,1.0,5.0,1.145,3882.0,55717.0,1.311
religpub,"BETTER IF MORE BELIEVERS HELD PUBLIC OFFICE",2.804,1.0,5.0,1.108,1278.0,58321.0,1.229
clerggov,"CLERGY SHOULDN'T TRY TO INFLUENCE GOVT DECISIONS",2.336,1.0,5.0,1.182,3847.0,55752.0,1.397
churhpow,"DO CHURCHES HAVE TOO MUCH POWER?",2.883,1.0,5.0,0.859,3564.0,56035.0,0.739
godchnge,"DESCRIBE YOUR BELIEFS ABOUT GOD",3.765,1.0,4.0,0.66,4287.0,55312.0,0.435
afterlif,"BELIEF IN LIFE AFTER DEATH",1.741,1.0,4.0,1.004,3655.0,55944.0,1.009
devil,"BELIEF IN THE DEVIL",2.071,1.0,4.0,1.154,1212.0,58387.0,1.331
heaven,"BELIEF IN HEAVEN",1.558,1.0,4.0,0.879,3713.0,55886.0,0.773
hell,"BELIEF IN HELL",1.875,1.0,4.0,1.078,3657.0,55942.0,1.162
miracles,"BELIEF IN RELIGIOUS MIRACLES",1.81,1.0,4.0,0.985,3645.0,55954.0,0.97
bible1,"DESCRIBE YOUR FEELINGS ABOUT THE BIBLE",1.895,1.0,4.0,0.759,2474.0,57125.0,0.576
theism,"GOD CONCERNED WITH HUMAN BEINGS PERSONALLY",2.025,1.0,5.0,1.178,3766.0,55833.0,1.387
fatalism,"PEOPLE CAN'T CHANGE THE COURSE OF THEIR LIVES",4.023,1.0,5.0,1.053,3803.0,55796.0,1.108
godmeans,"LIFE MEANINGFUL BECAUSE GOD EXISTS",2.729,1.0,5.0,1.289,3754.0,55845.0,1.662
nihilism,"LIFE SERVES NO PURPOSE",4.435,1.0,5.0,0.773,3766.0,55833.0,0.598
predeter,"GOD DECIDES THE COURSE OF OUR LIVES",2.968,1.0,5.0,1.352,1234.0,58365.0,1.828
egomeans,"LIFE MEANINGFUL ONLY IF YOU PROVIDE MEANING",2.75,1.0,5.0,1.262,3747.0,55852.0,1.592
ownfate,"WE EACH MAKE OUR OWN FATE",2.425,1.0,5.0,1.103,2416.0,57183.0,1.217
relexper,"TURNING POINT IN LIFE FOR RELIGION",1.569,1.0,2.0,0.495,10867.0,48732.0,0.245
marelkid,"MOTHERS RELIGION WHEN R WAS CHILD",1.711,1.0,7.0,1.364,3801.0,55798.0,1.861
madenkid,"IF PROTESTANT, MOTHER'S DENOMINATION",35119.9,10000.0,70000.0,18486.408,2005.0,57594.0,341747295.76
parelkid,"FATHER'S RELIGION WHEN R WAS CHILD",2.114,1.0,7.0,1.877,3592.0,56007.0,3.524
padenkid,"IF PROTESTANT, FATHER'S DENOMINATION",34812.177,10000.0,70000.0,18304.743,1647.0,57952.0,335063619.068
religkid,"RELIGION R WAS RAISED IN",1.819,1.0,7.0,1.528,3863.0,55736.0,2.335
denkid,"IF PROTESTANT, DENOMINATION R RAISED IN",34276.478,10000.0,70000.0,18863.932,2028.0,57571.0,355847912.83
religsp,"R'S SPOUSE'S RELIGION",1.97,1.0,7.0,1.791,1890.0,57709.0,3.208
densp,"IF PROTESTANT, R'S SPOUSE'S DENOMINATION",37903.458,10000.0,70000.0,19947.406,998.0,58601.0,397898998.68
attendma,"FREQ OF R'S MOM'S RELIG SVC ATTENDANCE",6.162,1.0,10.0,2.474,3659.0,55940.0,6.121
attendpa,"FREQ OF R'S DAD'S RELIG SVC ATTENDANCE",5.267,1.0,10.0,2.886,3545.0,56054.0,8.327
attend12,"FREQ OF R'S RELIG SVC ATTENDANCE AT AGE 12",6.465,1.0,9.0,2.271,3845.0,55754.0,5.159
prayfreq,"HOW OFTEN DOES R PRAY",7.822,1.0,11.0,3.362,3918.0,55681.0,11.302
relactiv,"HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES",3.075,1.0,11.0,2.408,14067.0,45532.0,5.799
RELACTIV1,"HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES",3.181,1.0,9.0,2.464,1356.0,58243.0,6.073
feelrel,"HOW RELIGIOUS IS R",3.164,1.0,7.0,1.312,3863.0,55736.0,1.721
schlpray,"SHOULD THERE BE DAILY PRAYER IN PUBLIC SCHOOLS?",2.172,1.0,4.0,1.145,1203.0,58396.0,1.311
godright,"GOD'S LAWS SHOULD DECIDE RIGHT AND WRONG",2.45,1.0,5.0,1.27,1258.0,58341.0,1.613
socright,"SOCIETY'S LAWS SHOULD DECIDE RIGHT AND WRONG",2.903,1.0,5.0,1.168,1223.0,58376.0,1.365
perright,"CONSCIENCE SHOULD DECIDE RIGHT AND WRONG",2.865,1.0,5.0,1.294,1227.0,58372.0,1.675
antirel,"ANTI-RELIGIOUS MATERIAL SHOULD BE BANNED",2.825,1.0,4.0,1.045,1177.0,58422.0,1.092
befair,"HOW OFTEN DO YOU THINK PEOPLE TAKE ADVANTAGE",2.637,1.0,4.0,0.774,3830.0,55769.0,0.599
cantrust,"POEPLE CAN BE TRUSTED OR CANT BE TOO CAREFUL",2.601,1.0,4.0,0.757,5278.0,54321.0,0.573
trustsci,"WE TRUST TOO MUCH IN SCIENCE",3.151,1.0,5.0,1.154,2539.0,57060.0,1.331
religcon,"RELIGINS BRING MORE CONFLICT",2.766,1.0,5.0,1.177,2541.0,57058.0,1.386
religint,"RELIGIOUS PEOPLE ARE OFTEN TOO INTOLERANT",2.502,1.0,5.0,1.093,2530.0,57069.0,1.195
religinf,"US WOULD BE BETER IF LESS RELIGIOUS",3.558,1.0,5.0,1.037,1191.0,58408.0,1.075
volwkpol,"VOLUNTEED POLITICAL ACTIVITIES PAST 12 MONTH",1.151,1.0,4.0,0.512,1225.0,58374.0,0.262
volwkchr,"VOLUNTEED CHARITABLE PAST 12 MONTH",1.655,1.0,4.0,0.966,1227.0,58372.0,0.934
volwkrel,"VOLUNTEED RELIGIOUS PAST 12 MONTH",1.693,1.0,4.0,1.072,1226.0,58373.0,1.15
volwkoth,"VOLUNTEED OTHER KINDS PAST 12 MONTH",1.698,1.0,4.0,1.033,1224.0,58375.0,1.066
reltruth,"HOW MUCH TRUTH IN RELIGION",2.079,1.0,3.0,0.398,2391.0,57208.0,0.159
carright,"WHAT YOUR FRIEND HAS A RIGHT TO EXPECT FROM YOU",2.855,1.0,3.0,0.407,1110.0,58489.0,0.166
cardo,"WHAHT WOULD YOU DO IN THIS SITUATION",1.687,1.0,4.0,0.728,978.0,58621.0,0.53
GEOMOBIL,"HAS R MOVED FROM ONE KIND OF PLACE TO ANOTHER",2.368,1.0,4.0,0.877,1364.0,58235.0,0.77
RELGRPEQ,"ALL RELIGIOUS GROUPS IN USA SHOULD HAVE EQUAL RIGHTS",2.048,1.0,5.0,0.934,1344.0,58255.0,0.872
RSPCTREL,"WE MUST RESPECT ALL RELIGIONS",1.991,1.0,5.0,0.963,1352.0,58247.0,0.927
RELMARRY,"R ACCEPTS A PERSON FROM A DIFFERENT RELIGION OR VIEW FROM R'S MARRYING RELATIVE",1.747,1.0,4.0,0.748,1335.0,58264.0,0.56
RELCAND,"R ACCEPTS A PERSON FROM A DIFFERENT RELIGION OR VIEW FROM R'S BEING CANDIDATE OF PARTY R PREFERS",1.832,1.0,4.0,0.758,1313.0,58286.0,0.574
RELEXT1,"RELIGIOUS EXTREMISTS SHOULD BE ALLOWED TO HOLD PUBLIC MEETING TO EXPRESS VIEWS",2.343,1.0,4.0,1.093,1334.0,58265.0,1.195
RELEXT2,"PEOPLE SHOULD BE ALLOWED TO PUBLISH BOOKS EXPRESSING THEIR VIEWS",1.879,1.0,4.0,0.92,1336.0,58263.0,0.846
REINCAR,"BELIEVE IN REINCARNATION",2.91,1.0,4.0,1.057,1288.0,58311.0,1.117
NIRVANA,"BELIEVE IN NIRVANA",3.033,1.0,4.0,0.927,913.0,58686.0,0.859
ANCESTRS,"BELIEVE IN SUPERNATURAL POWER OF DECEASED ANCESTORS",3.101,1.0,4.0,0.972,1291.0,58308.0,0.946
MYWAYGOD,"R HAS OWN WAY OF CONNECTING WITH GOD WITHOUT CHURCHES OR RELIGIOUS SERVICES",2.414,1.0,5.0,1.248,1349.0,58250.0,1.559
RELOBJCT,"FOR RELIGIOUS REASONS R HAS IN HOME SHRINE, ALTAR, OR RELIGIOUS OBJECT ON DISPLAY",1.608,1.0,2.0,0.488,1356.0,58243.0,0.238
VISTHOLY,"HOW OFTEN R VISITS HOLY PLACE FOR RELIGIOUS REASONS",1.866,1.0,5.0,1.302,1354.0,58245.0,1.696
RELSPRT,"IS R SPIRITUAL PERSON",2.071,1.0,4.0,1.057,1298.0,58301.0,1.118
PAXHAPPY,"RELIGION HELPS PEOPLE TO FIND INNER PEACE AND HAPPINESS",1.78,1.0,5.0,0.763,1352.0,58247.0,0.582
MAKEFRND,"RELIGION HELPS PEOPLE TO MAKE FRIENDS",1.993,1.0,5.0,0.778,1350.0,58249.0,0.605
COMFORT,"RELIGION HELPS PEOPLE TO GAIN COMFORT IN TIMES OF TROUBLE AND SORROW",1.595,1.0,5.0,0.626,1351.0,58248.0,0.392
RIGHTPEO,"RELIGION HELPS PEOPLE TO MEET THE RIGHT KIND OF PEOPLE",2.384,1.0,5.0,0.94,1342.0,58257.0,0.884
PERSCRFC,"R MADE SOME PERSONAL SACRIFICE AS AN EXPRESSION OF FAITH BY FASTING, GIVING UP ACTIVITY, ETC.",1.734,1.0,2.0,0.442,1353.0,58246.0,0.195
obeythnk,"SHOULD CHLDRN BE OBEDIENT OR THINK FOR SELVES",1.688,1.0,2.0,0.463,4047.0,55552.0,0.215
privent,"PRIVATE ENTERPRISE WILL SOLVE U.S. PROBLEMS",2.535,1.0,5.0,1.014,5125.0,54474.0,1.029
postmat1,"HIGHEST PRIORITY FOR AMERICA",2.098,1.0,4.0,1.022,4989.0,54610.0,1.045
postmat2,"2ND HIGHEST PRIORITY FOR AMERICA",2.361,1.0,4.0,1.092,4911.0,54688.0,1.192
scifaith,"BELIEVE TOO MUCH IN SCIENCE, NOT ENUF FAITH",2.626,1.0,5.0,1.065,5337.0,54262.0,1.134
harmgood,"MODERN SCIENCE DOES MORE HARM THAN GOOD",3.582,1.0,5.0,1.011,7793.0,51806.0,1.023
sciworse,"HUMANS CHANGE NATURE FOR THE WORSE",3.17,1.0,5.0,1.056,2718.0,56881.0,1.115
scigrn,"MODERN SCIENCE WILL SOLVE ENVIR PROBS",3.397,1.0,5.0,0.988,5207.0,54392.0,0.975
grnecon,"WORRY TOO MUCH ABOUT ENVIR, TOO LITTLE ECON",3.008,1.0,5.0,1.207,5406.0,54193.0,1.457
harmsgrn,"ALMOST EVERYTHING WE DO HARMS ENVIR",2.805,1.0,5.0,1.034,5350.0,54249.0,1.069
anrights,"ANIMALS HAVE RIGHTS TOO",3.305,1.0,5.0,1.17,2771.0,56828.0,1.369
resnatur,"HUMANS SHOULD RESPECT NATURE  CREATED BY GOD",2.065,1.0,5.0,0.927,2801.0,56798.0,0.86
grnprog,"WORRY TOO MUCH ABOUT PROGRESS HARMING ENVIR",3.153,1.0,5.0,1.076,5318.0,54281.0,1.157
naturpax,"NATURE WOULD BE AT PEACE IF HUMANS LEFT ALONE",2.741,1.0,5.0,1.027,2813.0,56786.0,1.054
grwthelp,"AMER NEEDS ECON GRWTH TO PROTECT ENVIR",2.695,1.0,5.0,0.982,5241.0,54358.0,0.964
antests,"OK TO TEST ON ANIMALS TO SAVE HUMANS",2.5,1.0,5.0,1.092,3930.0,55669.0,1.192
naturwar,"NATURE IS SURVIVAL OF FITTEST",2.428,1.0,5.0,0.896,2694.0,56905.0,0.803
grwtharm,"ECON GRWTH ALWAYS HARMS ENVIR",3.376,1.0,5.0,0.91,5253.0,54346.0,0.829
naturgod,"RELATIONSHIP OF NATURE TO GOD",1.944,1.0,3.0,0.871,3635.0,55964.0,0.759
grnprice,"PAY HIGHER PRICES TO HELP ENVIR?",2.81,1.0,5.0,1.154,5292.0,54307.0,1.332
grntaxes,"PAY HIGHER TAXES TO HELP ENVIR?",3.204,1.0,5.0,1.227,5340.0,54259.0,1.506
grnsol,"ACCEPT CUT IN LIVING STNDS TO HELP ENVIR?",3.25,1.0,5.0,1.204,5342.0,54257.0,1.449
toodifme,"TOO DIFF TO DO ANYTHING ABOUT ENVIR",3.304,1.0,5.0,1.077,5354.0,54245.0,1.16
ihlpgrn,"DO WHAT I CAN TO HELP ENVIR",2.596,1.0,5.0,0.877,5286.0,54313.0,0.77
